"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","lifeStage","occurrenceRemarks","identificationRemarks","sex"
"241","Rana draytonii Baird & Girard, 1852","-122.6305","38.32685","cdc,cdround","gbif","3963611302","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:38.595+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-07T15:52:14","28270","NORTH_AMERICA","California","2022","11"," 6","2022-11-06","2023-02-09T20:04:38.000+00:00","2023-02-20T17:05:38.595+00:00","https://www.inaturalist.org/observations/141348009","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","sallygale","Beatrice Pezzolo","WGS84","Amphibia","US","United States of America","sallygale","141348009","sallygale","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-06 21:40:38-08:00","Observations","3963611302","California, US","https://www.inaturalist.org/observations/141348009","67016","141348009","iNaturalist","21:40:38-08:00","wild","312039695","Adult",NA,NA,NA
"242","Rana draytonii Baird & Girard, 1852","-122.7090","38.29690","cdc,cdround","gbif","3963409221","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:34.639+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-07T23:37:45","28270","NORTH_AMERICA","California","2022","11"," 6","2022-11-06","2023-02-15T01:03:38.000+00:00","2023-02-20T17:13:34.639+00:00","https://www.inaturalist.org/observations/141349914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","sallygale","Beatrice Pezzolo","WGS84","Amphibia","US","United States of America","sallygale","141349914","sallygale","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-06 21:43:20-08:00","Observations","3963409221","California, US","https://www.inaturalist.org/observations/141349914","67016","141349914","iNaturalist","21:43:20-08:00","wild","312130516","Juvenile",NA,NA,NA
"243","Rana draytonii Baird & Girard, 1852","-122.6652","38.35925","cdc,cdround","gbif","3963516261","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:11:52.485+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-07T15:49:50","28270","NORTH_AMERICA","California","2022","11"," 6","2022-11-06","2023-02-03T21:01:08.000+00:00","2023-02-20T17:11:52.485+00:00","https://www.inaturalist.org/observations/141353194","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Christyne Davidian","Beatrice Pezzolo","WGS84","Amphibia","US","United States of America","Christyne Davidian","141353194","christyne57","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-06 22:15:51","Observations","3963516261","California, US","https://www.inaturalist.org/observations/141353194","67016","141353194","iNaturalist","22:15:51-08:00","wild","312039198",NA,NA,NA,NA
"244","Rana draytonii Baird & Girard, 1852","-122.7371","38.24706","cdc,cdround","gbif","3963556255","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:38.510+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-07T15:49:34","28270","NORTH_AMERICA","California","2022","11"," 6","2022-11-06","2022-12-04T06:11:58.000+00:00","2023-02-20T17:05:38.510+00:00","https://www.inaturalist.org/observations/141375304","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","gloria_w","Beatrice Pezzolo","WGS84","Amphibia","US","United States of America","gloria_w","141375304","gloria_w","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-06 21:05:08-08:00","Observations","3963556255","California, US","https://www.inaturalist.org/observations/141375304","67016","141375304","iNaturalist","21:05:08-08:00","wild","312039157","Adult",NA,NA,NA
"245","Rana draytonii Baird & Girard, 1852","-122.7215","38.29236","cdc,cdround","gbif","3963430410","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:02.279+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-08T15:09:40","28270","NORTH_AMERICA","California","2022","11"," 7","2022-11-07","2022-12-04T06:10:05.000+00:00","2023-02-20T17:12:02.279+00:00","https://www.inaturalist.org/observations/141434814","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","mlgale","Beatrice Pezzolo","WGS84","Amphibia","US","United States of America","mlgale","141434814","mlgale","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-07 20:39:33-08:00","Observations","3963430410","California, US","https://www.inaturalist.org/observations/141434814","67016","141434814","iNaturalist","20:39:33-08:00","wild","312266597","Juvenile",NA,NA,NA
"246","Rana draytonii Baird & Girard, 1852","-122.7602","38.38751","cdc,cdround","gbif","3966519697","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:29.590+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-09T05:38:10","28270","NORTH_AMERICA","California","2022","11"," 7","2022-11-07","2023-02-12T03:32:23.000+00:00","2023-02-20T17:13:29.590+00:00","https://www.inaturalist.org/observations/141513830","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","michael k","Brian A.","WGS84","Amphibia","US","United States of America","michael k","141513830","mikekraus","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-07 19:33:50-08:00","Observations","3966519697","California, US","https://www.inaturalist.org/observations/141513830","67016","141513830","iNaturalist","19:33:50-08:00","wild","312418520",NA,NA,NA,NA
"247","Rana draytonii Baird & Girard, 1852","-122.6766","38.29182","cdc,cdround","gbif","3966371745","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:45.765+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-09T23:10:19","28270","NORTH_AMERICA","California","2022","11"," 8","2022-11-08","2022-11-10T07:09:47.000+00:00","2023-02-20T17:05:45.765+00:00","https://www.inaturalist.org/observations/141548240","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","treetopwonderer","Ben DeDominic","WGS84","Amphibia","US","United States of America","treetopwonderer","141548240","treetopwonderer","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-08 18:26:16-08:00","Observations","3966371745","California, US","https://www.inaturalist.org/observations/141548240","67016","141548240","iNaturalist","18:26:16-08:00","wild","312576561",NA,NA,NA,NA
"248","Rana draytonii Baird & Girard, 1852","-115.7379","30.80901","cdc,cdround","gbif","3966535749","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:57.832+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-10T06:07:29","29304","NORTH_AMERICA","Baja California","2022","11"," 9","2022-11-09","2023-01-03T17:38:37.000+00:00","2023-02-20T17:05:57.832+00:00","https://www.inaturalist.org/observations/141591898","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","brayanl","brayanl","WGS84","Amphibia","MX","Mexico","brayanl","141591898","brayanl","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-11-09 22:06:49","Observations","3966535749","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/141591898","67016","141591898","iNaturalist","22:06:49-08:00","wild","312639880",NA,NA,NA,NA
"249","Rana draytonii Baird & Girard, 1852","-122.7938","38.26367","cdc,cdround","gbif","3966366808","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:41.066+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-10T09:02:10","28270","NORTH_AMERICA","California","2022","11"," 9","2022-11-09","2023-02-12T00:07:45.000+00:00","2023-02-20T17:13:41.066+00:00","https://www.inaturalist.org/observations/141597889","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","richard james","richard james","WGS84","Amphibia","US","United States of America","richard james","141597889","coastodian","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-09 20:51:51-08:00","Observations","3966366808","California, US","https://www.inaturalist.org/observations/141597889","67016","141597889","iNaturalist","20:51:51-08:00","wild","312656952",NA,NA,NA,NA
"250","Rana draytonii Baird & Girard, 1852","-121.0946","36.43071","cdc,cdround","gbif","3966721049","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:36.979+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-12T16:14:49","28534","NORTH_AMERICA","California","2022","11"," 9","2022-11-09","2022-11-13T21:11:51.000+00:00","2023-02-20T17:13:36.979+00:00","https://www.inaturalist.org/observations/141793196","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Jacob Martin","Jacob Martin","WGS84","Amphibia","US","United States of America","Jacob Martin","141793196","jlmartin","Coordinate uncertainty increased to 28534m to protect threatened taxon","2022-11-09 10:31:38","Observations","3966721049","San Benito County, US-CA, US","https://www.inaturalist.org/observations/141793196","67016","141793196","iNaturalist","10:31:38-08:00","wild","313159091","Adult",NA,NA,NA
"251","Rana draytonii Baird & Girard, 1852","-122.6677","38.21085","cdc,cdround","gbif","3985646247","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:43.053+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-18T04:38:31","28270","NORTH_AMERICA","California","2022","11","17","2022-11-17","2023-02-12T01:59:49.000+00:00","2023-02-20T17:13:43.053+00:00","https://www.inaturalist.org/observations/142261295","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","jenmargot","jenmargot","WGS84","Amphibia","US","United States of America","jenmargot","142261295","jenmargot","Coordinate uncertainty increased to 28270m to protect threatened taxon","Thu Nov 17 2022 17:14:56 GMT-0800 (PST)","Observations","3985646247","California, US","https://www.inaturalist.org/observations/142261295","67016","142261295","iNaturalist","17:14:56-08:00","wild","314451198","Adult",NA,NA,NA
"252","Rana draytonii Baird & Girard, 1852","-122.6479","38.34693","cdc,cdround","gbif","3985867741","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:08.424+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-23T11:31:26","28270","NORTH_AMERICA","California","2022","11","22","2022-11-22","2023-01-29T19:24:21.000+00:00","2023-02-20T17:12:08.424+00:00","https://www.inaturalist.org/observations/142648551","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Christyne Davidian","Daniel Palmer","WGS84","Amphibia","US","United States of America","Christyne Davidian","142648551","christyne57","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-11-22 18:14:48","Observations","3985867741","California, US","https://www.inaturalist.org/observations/142648551","67016","142648551","iNaturalist","18:14:48-08:00","wild","315627469","Juvenile",NA,NA,NA
"253","Rana draytonii Baird & Girard, 1852","-115.6233","30.83922","cdc,cdround","gbif","3986262925","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:41.717+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-11-24T04:48:35","29304","NORTH_AMERICA","Baja California","2022","11","21","2022-11-21","2022-12-24T19:02:11.000+00:00","2023-02-20T17:13:41.717+00:00","https://www.inaturalist.org/observations/142727241","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Álvaro San José","Álvaro San José","WGS84","Amphibia","MX","Mexico","Álvaro San José","142727241","alvarosj","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-11-21 19:50:43-08:00","Observations","3986262925","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/142727241","67016","142727241","iNaturalist","19:50:43-08:00","wild","315800452",NA,NA,NA,NA
"254","Rana draytonii Baird & Girard, 1852","-122.7617","38.00198","cdc,cdround","gbif","3994212060","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:09.903+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-11T05:07:43","28300","NORTH_AMERICA","California","2022","11","20","2022-11-20","2023-01-29T19:58:59.000+00:00","2023-02-20T17:05:09.903+00:00","https://www.inaturalist.org/observations/144122303","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","callienewt","Christian Naventi","WGS84","Amphibia","US","United States of America","callienewt","144122303","callienewt","Coordinate uncertainty increased to 28300m to protect threatened taxon","2022-11-20 15:14:41-08:00","Observations","3994212060","California, US","https://www.inaturalist.org/observations/144122303","67016","144122303","iNaturalist","15:14:41-08:00","wild","319688839","Adult",NA,NA,NA
"255","Rana draytonii Baird & Girard, 1852","-122.7613","38.30131","cdc,cdround","gbif","3988594079","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:14:10.013+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-04T05:04:41","28270","NORTH_AMERICA","California","2022","12"," 3","2022-12-03","2023-02-13T19:36:54.000+00:00","2023-02-20T17:14:10.013+00:00","https://www.inaturalist.org/observations/143618353","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","stubbie7","stubbie7","WGS84","Amphibia","US","United States of America","stubbie7","143618353","stubbie7","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-12-03 18:28:45-08:00","Observations","3988594079","California, US","https://www.inaturalist.org/observations/143618353","67016","143618353","iNaturalist","18:28:45-08:00","wild","318129058","Juvenile",NA,NA,NA
"256","Rana draytonii Baird & Girard, 1852","-122.6469","38.31880","cdc,cdround","gbif","3988636074","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:12.542+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-04T05:46:21","28270","NORTH_AMERICA","California","2022","12"," 3","2022-12-03","2022-12-04T17:06:34.000+00:00","2023-02-20T17:12:12.542+00:00","https://www.inaturalist.org/observations/143619085","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","newtybynature","Ben DeDominic","WGS84","Amphibia","US","United States of America","newtybynature","143619085","newtybynature","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-12-03 18:32:51-08:00","Observations","3988636074","California, US","https://www.inaturalist.org/observations/143619085","67016","143619085","iNaturalist","18:32:51-08:00","wild","318134801","Adult",NA,NA,NA
"257","Rana draytonii Baird & Girard, 1852","-122.7906","38.24630","cdc,cdround","gbif","3988458064","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:43.744+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-04T05:35:55","28270","NORTH_AMERICA","California","2022","12"," 3","2022-12-03","2023-02-13T19:12:40.000+00:00","2023-02-20T17:05:43.744+00:00","https://www.inaturalist.org/observations/143620079","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","katiebrammer22","katiebrammer22","WGS84","Amphibia","US","United States of America","katiebrammer22","143620079","katiebrammer22","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-12-03 18:18:53-08:00","Observations","3988458064","California, US","https://www.inaturalist.org/observations/143620079","67016","143620079","iNaturalist","18:18:53-08:00","wild","318133355","Adult",NA,NA,NA
"258","Rana draytonii Baird & Girard, 1852","-122.7416","38.37431","cdc,cdround","gbif","3988541079","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:39.236+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-04T07:50:03","28270","NORTH_AMERICA","California","2022","12"," 3","2022-12-03","2023-01-29T20:42:57.000+00:00","2023-02-20T17:13:39.236+00:00","https://www.inaturalist.org/observations/143627274","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","gloria_w","gloria_w","WGS84","Amphibia","US","United States of America","gloria_w","143627274","gloria_w","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-12-03 20:04:00-08:00","Observations","3988541079","California, US","https://www.inaturalist.org/observations/143627274","67016","143627274","iNaturalist","20:04:00-08:00","wild","318150256",NA,NA,NA,NA
"259","Rana draytonii Baird & Girard, 1852","-122.6650","38.30694","cdc,cdround","gbif","3988717095","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:14:22.947+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-04T08:18:29","28270","NORTH_AMERICA","California","2022","12"," 3","2022-12-03","2023-02-12T00:07:46.000+00:00","2023-02-20T17:14:22.947+00:00","https://www.inaturalist.org/observations/143628497","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","richard james","richard james","WGS84","Amphibia","US","United States of America","richard james","143628497","coastodian","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-12-03 18:35:41-08:00","Observations","3988717095","California, US","https://www.inaturalist.org/observations/143628497","67016","143628497","iNaturalist","18:35:41-08:00","wild","318153149",NA,NA,NA,NA
"260","Rana draytonii Baird & Girard, 1852","-122.7349","38.26183","cdc,cdround","gbif","3988481114","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:13:27.250+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-04T08:21:12","28270","NORTH_AMERICA","California","2022","12"," 3","2022-12-03","2023-02-12T00:07:47.000+00:00","2023-02-20T17:13:27.250+00:00","https://www.inaturalist.org/observations/143628614","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","richard james","richard james","WGS84","Amphibia","US","United States of America","richard james","143628614","coastodian","Coordinate uncertainty increased to 28270m to protect threatened taxon","2022-12-03 19:49:42-08:00","Observations","3988481114","California, US","https://www.inaturalist.org/observations/143628614","67016","143628614","iNaturalist","19:49:42-08:00","wild","318153464",NA,NA,NA,NA
